SECCION: ;Date;InvoiceNumber;Description;DueDate;TransactionTypeDescription;DebtorNumber;cmp_name; AmountTC ;Estatus: ;Fecha: ;Obeservaciones: 
PANAMÁ;18/7/2023;1204372;;17/8/2023;Factura de venta;14021;C.S.S. POLIC. MANUEL FERRER VALDEZ (PEDIATRICA); B/.4,160.00 ;APLICAR;0/1/1900;0
PANAMÁ;18/7/2023;1204371;;17/8/2023;Factura de venta;14021;C.S.S. POLIC. MANUEL FERRER VALDEZ (PEDIATRICA); B/.4,160.00 ;Presentado;1/8/2023;0
PANAMÁ;18/7/2023;1204380;;17/8/2023;Nota de crédito Ventas;14021;C.S.S. POLIC. MANUEL FERRER VALDEZ (PEDIATRICA);-B/.4,160.00 ;APLICAR;0/1/1900;0
PANAMÁ;27/7/2023;1205384;;26/8/2023;Factura de venta;14021;C.S.S. POLIC. MANUEL FERRER VALDEZ (PEDIATRICA); B/.390.00 ;Sin informacion; -;-
PANAMÁ;15/8/2022;1169669;1FHS610001181-00035398;14/9/2022;Factura de venta;14025;POLIC. PRESIDENTE REMON; B/.6.22 ;Por Presentar;9/11/2022;0
PANAMÁ;31/3/2022;10798758;AG 03494 ACH CSS POL DR PRESIDENTE R;31/3/2022;Factura de venta;14025;POLIC. PRESIDENTE REMON; B/.26.75 ;MULTA;-;0
PANAMÁ;7/7/2023;1203278;;6/8/2023;Factura de venta;14025;POLIC. PRESIDENTE REMON; B/.309.00 ;Por Presentar;-;0
PANAMÁ;28/7/2023;1205548;;27/8/2023;Factura de venta;14025;POLIC. PRESIDENTE REMON; B/.89.00 ;Sin informacion; -;-
PANAMÁ;31/10/2022;1178265;1FHS610001181-00038027;30/11/2022;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.172.50 ;Sin informacion; -;-
PANAMÁ;5/12/2022;1181597;;4/1/2023;Nota de crédito Ventas;14026;C.S.S. POLIC. GENEROSO GUARDIA;-B/.450.00 ;Sin informacion; -;-
PANAMÁ;11/1/2023;1184665;;10/2/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.396.00 ;Sin informacion; -;-
PANAMÁ;11/1/2023;1184664;;10/2/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.54.00 ;Sin informacion; -;-
PANAMÁ;4/5/2023;1196338;;3/6/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.152.26 ;Presentado;1/6/2023;0
PANAMÁ;26/5/2023;1198925;;25/6/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.500.40 ;Presentado;27/7/2023;0
PANAMÁ;18/7/2023;1204381;;17/8/2023;Nota de crédito Ventas;14026;C.S.S. POLIC. GENEROSO GUARDIA;-B/.164.88 ;APLICAR;-;0
PANAMÁ;26/6/2023;1202054;;26/7/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.434.50 ;Presentado;11/8/2023;0
PANAMÁ;26/6/2023;1202052;;26/7/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.39.50 ;Sin informacion; -;-
PANAMÁ;26/6/2023;1202055;;26/7/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.395.00 ;Sin informacion; -;-
PANAMÁ;26/6/2023;1202067;;26/7/2023;Nota de crédito Ventas;14026;C.S.S. POLIC. GENEROSO GUARDIA;-B/.434.50 ;APLICAR;-;0
PANAMÁ;18/7/2023;1204367;;17/8/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.164.88 ;APLICAR;-;0
PANAMÁ;18/7/2023;1204365;;17/8/2023;Factura de venta;14026;C.S.S. POLIC. GENEROSO GUARDIA; B/.164.88 ;Presentado;-;0
PANAMÁ;9/6/2021;1122450;REC 283727 EFECTIVO;9/7/2021;Recibo de caja;14179;INST. CONMEMOR. GORGAS DE EST. DE SALUD;-B/.0.03 ;Sin informacion; -;-
PANAMÁ;11/4/2022;1156139;1FHS610001181-00004056;11/5/2022;Nota de crédito Ventas;14179;INST. CONMEMOR. GORGAS DE EST. DE SALUD;-B/.232.50 ;Sin informacion; -;-
PANAMÁ;30/5/2023;1199186;;29/6/2023;Factura de venta;14179;INST. CONMEMOR. GORGAS DE EST. DE SALUD; B/.108.00 ;Por Presentar;-;0
PANAMÁ;21/6/2023;1201540;;21/7/2023;Factura de venta;14179;INST. CONMEMOR. GORGAS DE EST. DE SALUD; B/.493.00 ;Por Presentar;-;0
PANAMÁ;23/11/2021;1139940;1FHS610001181-00025523;23/12/2021;Factura de venta;14521;SENACYT (SEC. NAC. Y TECNOLOGIA); B/.32.00 ;Presentado;8/4/2023;0
PANAMÁ;29/7/2023;1205652;;28/8/2023;Factura de venta;14611;REGION METROPOLITANA DE SALUD; B/.6,746.68 ;Sin informacion; -;-
PANAMÁ;18/5/2023;1198007;;18/5/2023;Factura de venta;14614;REGION DE SALUD PANAMA ESTE (MINSA); B/.3,852.00 ;Presentado;7/7/2023;0
PANAMÁ;14/6/2023;1200868;;14/6/2023;Factura de venta;14614;REGION DE SALUD PANAMA ESTE (MINSA); B/.65.10 ;Sin informacion; -;-
PANAMÁ;14/6/2023;1200866;;14/6/2023;Factura de venta;14614;REGION DE SALUD PANAMA ESTE (MINSA); B/.1,990.20 ;Presentado;13/07/2023;0
PANAMÁ;30/9/2022;1175061;1FHS610001181-00004854;30/9/2022;Nota de crédito Ventas;13966;POLIC. J.J. VALLARINO;-B/.0.02 ;Sin informacion; -;-
PANAMÁ;12/6/2023;1200510;;12/6/2023;Factura de venta;13966;POLIC. J.J. VALLARINO; B/.1,043.10 ;Sin informacion; -;-
PANAMÁ;12/6/2023;1200511;;12/6/2023;Factura de venta;13966;POLIC. J.J. VALLARINO; B/.1,043.10 ;Por Presentar;-;0
PANAMÁ;12/6/2023;1200512;;12/6/2023;Nota de crédito Ventas;13966;POLIC. J.J. VALLARINO;-B/.1,043.10 ;Sin informacion; -;-
PANAMÁ;15/6/2023;1200992;;15/6/2023;Factura de venta;13966;POLIC. J.J. VALLARINO; B/.201.25 ;Sin informacion; -;-
PANAMÁ;15/6/2023;1200993;;15/6/2023;Factura de venta;13966;POLIC. J.J. VALLARINO; B/.201.25 ;Por Presentar;-;0
PANAMÁ;15/6/2023;1200995;;15/6/2023;Nota de crédito Ventas;13966;POLIC. J.J. VALLARINO;-B/.201.25 ;Sin informacion; -;-
PANAMÁ;16/6/2023;1201112;;16/6/2023;Factura de venta;13966;POLIC. J.J. VALLARINO; B/.1,368.00 ;Por Presentar;-;0
PANAMÁ;16/6/2023;1201115;;16/6/2023;Factura de venta;13966;POLIC. J.J. VALLARINO; B/.1,368.00 ;Sin informacion; -;-
PANAMÁ;16/6/2023;1201116;;16/6/2023;Nota de crédito Ventas;13966;POLIC. J.J. VALLARINO;-B/.1,368.00 ;Sin informacion; -;-
PANAMÁ;3/7/2023;1202766;;2/8/2023;Factura de venta;13996;POLIC. MANUEL MARIA VALDES; B/.480.00 ;Sin informacion; -;-
PANAMÁ;3/7/2023;1202764;;2/8/2023;Factura de venta;13996;POLIC. MANUEL MARIA VALDES; B/.480.00 ;Sin informacion; -;-
PANAMÁ;3/7/2023;1202768;;2/8/2023;Nota de crédito Ventas;13996;POLIC. MANUEL MARIA VALDES;-B/.480.00 ;Sin informacion; -;-
PANAMÁ;14/7/2023;1198512;CK 37144 BN;22/6/2023;Recibo de caja;13996;POLIC. MANUEL MARIA VALDES;-B/.0.01 ;Sin informacion; -;-
PANAMÁ;31/7/2023;1205678;;30/8/2023;Factura de venta;13996;POLIC. MANUEL MARIA VALDES; B/.1,586.98 ;Sin informacion; -;-
PANAMÁ;31/7/2023;1205676;;30/8/2023;Factura de venta;13996;POLIC. MANUEL MARIA VALDES; B/.1,587.00 ;Sin informacion; -;-
PANAMÁ;31/7/2023;1205692;;30/8/2023;Nota de crédito Ventas;13996;POLIC. MANUEL MARIA VALDES;-B/.1,587.00 ;Sin informacion; -;-
PANAMÁ;4/8/2023;1206231;;3/9/2023;Factura de venta;13996;POLIC. MANUEL MARIA VALDES; B/.1,185.00 ;Sin informacion; -;-
PANAMÁ;4/8/2023;1206230;;3/9/2023;Factura de venta;13996;POLIC. MANUEL MARIA VALDES; B/.1,185.00 ;Sin informacion; -;-
PANAMÁ;4/8/2023;1206233;;3/9/2023;Nota de crédito Ventas;13996;POLIC. MANUEL MARIA VALDES;-B/.1,185.00 ;Sin informacion; -;-
PANAMÁ;21/11/2022;1180019;;21/12/2022;Factura de venta;14077;REGION SALUD DARIEN; B/.50.93 ;Presentado;-;documentos completos
PANAMÁ;28/4/2023;1195915;;28/5/2023;Factura de venta;14077;REGION SALUD DARIEN; B/.47.94 ;Presentado;30/5/2023;0
PANAMÁ;18/4/2023;1194827;;18/5/2023;Factura de venta;14120;REGISTRO PUBLICO DE PANAMA; B/.2.21 ;Por Presentar;-;0
PANAMÁ;27/5/2022;1161284;1FHS610001181-00032645;26/6/2022;Factura de venta;14126;REGION SALUD GNOBE BUGLE; B/.316.51 ;Presentado;8/4/2023;0
PANAMÁ;14/6/2022;1163127;1FHS610001181-00033319;14/7/2022;Factura de venta;14126;REGION SALUD GNOBE BUGLE; B/.6.43 ;Presentado;-;0
PANAMÁ;15/8/2022;1169776;1FHS610001181-00035392;14/9/2022;Factura de venta;14126;REGION SALUD GNOBE BUGLE; B/.8.96 ;Presentado;8/7/2023;0
PANAMÁ;3/2/2023;10856280;RET FISCAL;3/2/2023;Nota de crédito Ventas;14126;REGION SALUD GNOBE BUGLE;-B/.6.43 ;Sin informacion; -;-
PANAMÁ;3/2/2023;10856283;RET FISCAL;3/2/2023;Nota de crédito Ventas;14126;REGION SALUD GNOBE BUGLE;-B/.8.96 ;Sin informacion; -;-
PANAMÁ;31/5/2023;1199373;;30/6/2023;Factura de venta;14126;REGION SALUD GNOBE BUGLE; B/.407.99 ;Por Presentar;-;guia 507300291569
PANAMÁ;4/7/2023;1202877;;4/7/2023;Factura de venta;14126;REGION SALUD GNOBE BUGLE; B/.603.99 ;Sin informacion; -;-
PANAMÁ;4/7/2023;1202879;;4/7/2023;Factura de venta;14126;REGION SALUD GNOBE BUGLE; B/.603.99 ;Sin informacion; -;-
PANAMÁ;4/7/2023;1202880;;4/7/2023;Nota de crédito Ventas;14126;REGION SALUD GNOBE BUGLE;-B/.603.99 ;Sin informacion; -;-
PANAMÁ;28/7/2023;1205546;;27/8/2023;Factura de venta;14126;REGION SALUD GNOBE BUGLE; B/.1,813.65 ;Sin informacion; -;-
PANAMÁ;15/7/2023;1204129;;13/10/2023;Factura de venta;14127;PROGRAMA MUNDIAL DE ALIMENTOS; B/.1,743.75 ;Presentado;0/1/1900;0
PANAMÁ;14/4/2023;1194454;;14/5/2023;Factura de venta;14192;AUTORIDAD PANAMENA DE SEGURIDAD DE ALIM.; B/.8.19 ;Presentado;24/5/2023;0
PANAMÁ;26/6/2023;10881792;ret fiscal;26/6/2023;Nota de crédito Ventas;14192;AUTORIDAD PANAMENA DE SEGURIDAD DE ALIM.;-B/.8.19 ;APLICAR;-;0
PANAMÁ;20/1/2022;10783517;RET FISCAL;19/2/2022;Nota de crédito Ventas;14272;INSTITUTO NACIONAL DE LA MUJER;-B/.4.46 ;Sin informacion; -;-
PANAMÁ;21/7/2023;1204714;;20/8/2023;Factura de venta;14272;INSTITUTO NACIONAL DE LA MUJER; B/.163.50 ;Sin informacion; -;-
PANAMÁ;4/8/2022;1168665;1FHS610001181-00004618;4/8/2022;Nota de crédito Ventas;14481;SECRETARIA  NACIONAL DE LA NINEZ ADOL.Y FLIA.;-B/.3.55 ;Sin informacion; -;-
PANAMÁ;6/12/2022;1181761;;6/12/2022;Factura de venta;14481;SECRETARIA  NACIONAL DE LA NINEZ ADOL.Y FLIA.; B/.50.72 ;Sin informacion; -;-
PANAMÁ;25/10/2021;10768525;REC 287157 CK NCNAL 48424;;Recibo de caja;14495;SUPERINTENDENCIA DE BANCO;-B/.289.80 ;Sin informacion; -;-
PANAMÁ;30/3/2023;1193207;;29/4/2023;Factura de venta;14495;SUPERINTENDENCIA DE BANCO; B/.101.35 ;Por Presentar;-;0
PANAMÁ;8/3/2023;1190764;;7/4/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.4.80 ;Presentado;27/3/2023;0
PANAMÁ;9/3/2023;1190799;;8/4/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.1.47 ;Presentado;27/3/2023;0
PANAMÁ;15/3/2023;1191529;;14/4/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.10.82 ;Presentado;27/3/2023;0
PANAMÁ;11/4/2023;1194008;;11/4/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.0.06 ;Sin informacion; -;-
PANAMÁ;24/5/2023;1198681;;23/6/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.60.46 ;Sin informacion; -;-
PANAMÁ;25/5/2023;1198713;;24/6/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.4.61 ;Por Presentar;-;0
PANAMÁ;27/7/2023;1205463;;26/8/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.110.21 ;Sin informacion; -;-
PANAMÁ;5/8/2023;10889992;RET FISCAL FACT   30/06/23;5/8/2023;Nota de crédito Ventas;14667;TRIBUNAL ELECTORAL;-B/.17.81 ;Sin informacion; -;-
PANAMÁ;29/5/2023;1199035;;28/6/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.3.80 ;Por Presentar;-;hay que pagar multa, 0.58
PANAMÁ;30/6/2023;1202535;;30/7/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.20.30 ;Por Presentar;-;0
PANAMÁ;14/7/2023;1204094;;13/8/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.57.78 ;Presentado;8/8/2023;0
PANAMÁ;18/7/2023;1204289;;17/8/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.57.78 ;Sin informacion; -;-
PANAMÁ;21/7/2023;1204690;;20/8/2023;Nota de crédito Ventas;14667;TRIBUNAL ELECTORAL;-B/.57.78 ;Sin informacion; -;-
PANAMÁ;26/7/2023;1205318;;27/7/2023;Factura de venta;14667;TRIBUNAL ELECTORAL; B/.0.01 ;Sin informacion; -;-
PANAMÁ;24/7/2023;1204910;;23/8/2023;Factura de venta;14697;REGION DE SALUD SAN MIGTO.CHIL; B/.70.11 ;Sin informacion; -;-
PANAMÁ;23/12/2022;1183403;;22/1/2023;Factura de venta;14707;FISCALIA GENERAL DE CUENTAS; B/.4.14 ;Presentado;17/1/2023;0
PANAMÁ;3/5/2023;10871498;RET FISCAL;2/6/2023;Nota de crédito Ventas;14707;FISCALIA GENERAL DE CUENTAS;-B/.4.14 ;Sin informacion; -;-
PANAMÁ;3/6/2022;1161961;1FHS310001256-00106298;3/7/2022;Factura de venta;14711;CENTRO DE SALUD EMILIANO PONCE; B/.131.50 ;Presentado;-;0
PANAMÁ;31/5/2023;1199331;;30/6/2023;Factura de venta;14762;I.S.A.(INST. DE SEGURO AGROPECUARIO); B/.164.78 ;Sin informacion; -;-
PANAMÁ;5/5/2023;1196545;;4/6/2023;Factura de venta;14811;INSTITUTO DE INV.AGROPECUARIAS(I.I.A); B/.12.09 ;Presentado;10/8/2023;0
PANAMÁ;5/5/2023;1196569;;4/6/2023;Factura de venta;14811;INSTITUTO DE INV.AGROPECUARIAS(I.I.A); B/.1.89 ;Presentado;30/5/2023;0
PANAMÁ;15/12/2022;1182649;;16/12/2022;Factura de venta;14858;UNIV. ESPECIALIZADA DE LAS AMERICAS(UDELAS); B/.1.16 ;Sin informacion; -;-
PANAMÁ;8/8/2023;1206613;;9/8/2023;Factura de venta;14858;UNIV. ESPECIALIZADA DE LAS AMERICAS(UDELAS); B/.70.22 ;Sin informacion; -;-
PANAMÁ;8/8/2023;1206614;;9/8/2023;Factura de venta;14858;UNIV. ESPECIALIZADA DE LAS AMERICAS(UDELAS); B/.161.70 ;Sin informacion; -;-
PANAMÁ;8/8/2023;1206615;;9/8/2023;Nota de crédito Ventas;14858;UNIV. ESPECIALIZADA DE LAS AMERICAS(UDELAS);-B/.2.80 ;Sin informacion; -;-
PANAMÁ;8/8/2023;1206616;;9/8/2023;Factura de venta;14858;UNIV. ESPECIALIZADA DE LAS AMERICAS(UDELAS); B/.3.52 ;Sin informacion; -;-
PANAMÁ;30/11/2021;1140828;1FHS610001181-00025897;30/12/2021;Factura de venta;14859;UNIVERSIDAD TECNOLOGICA DE PMA; B/.40.49 ;Presentado;8/4/2023;0
PANAMÁ;28/4/2023;1195908;;28/5/2023;Factura de venta;14859;UNIVERSIDAD TECNOLOGICA DE PMA; B/.4.58 ;Presentado;30/5/2023;0
PANAMÁ;4/8/2023;1206243;;5/8/2023;Factura de venta;14859;UNIVERSIDAD TECNOLOGICA DE PMA; B/.50.72 ;Sin informacion; -;-
PANAMÁ;29/8/2022;1171375;1FHS610001181-00035873;28/9/2022;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.35.00 ;Presentado;-;0
PANAMÁ;5/12/2022;1181577;;4/1/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.525.00 ;Presentado;3/2/2023;0
PANAMÁ;15/2/2023;1188678;;17/3/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.888.90 ;Presentado;21/4/2023;0
PANAMÁ;8/3/2023;1190742;;7/4/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.23.85 ;Sin informacion; -;-
PANAMÁ;11/4/2023;1194091;;11/5/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.28.00 ;Presentado;19/7/2023;0
PANAMÁ;14/4/2023;1194392;;14/5/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.19.80 ;Por Presentar;-;0
PANAMÁ;18/4/2023;1194734;;18/5/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.47.36 ;Por Presentar;-;0
PANAMÁ;18/4/2023;1194810;;18/5/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.173.20 ;Por Presentar;-;0
PANAMÁ;28/4/2023;1195910;;28/5/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.54.60 ;Presentado;19/7/2023;0
PANAMÁ;24/5/2023;1198678;;23/6/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.99.02 ;Por Presentar;-;0
PANAMÁ;27/6/2023;1202086;;27/7/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.276.00 ;Por Presentar;-;0
PANAMÁ;14/7/2023;1204097;;13/8/2023;Factura de venta;14874;UNIVERSIDAD DE PANAMA; B/.75.60 ;Presentado;9/8/2023;0
PANAMÁ;19/6/2023;1201297;;19/7/2023;Factura de venta;14884;REGION DE SALUD PANAMA NORTE; B/.71.26 ;Por Presentar;-;0
PANAMÁ;21/7/2022;1167089;1FHS610001181-00034629;20/8/2022;Factura de venta;14905;CENTRO DE SALUD DE CERRO BATEA; B/.425.00 ;MULTA;-;0
PANAMÁ;15/10/2022;1176593;1FHS610001181-00037526;14/11/2022;Factura de venta;15150;AEROPUERTO INT. DE TOCUMEN, S.A.; B/.118.40 ;Sin informacion; -;-
PANAMÁ;11/4/2023;1194089;;11/5/2023;Factura de venta;15393;AGENCIA PANAMA PACIFICO; B/.6.67 ;Presentado;1/6/2023;0
PANAMÁ;12/9/2022;1172956;1FHS610001181-00036376;12/10/2022;Factura de venta;15421;SUPERINTENDENCIA DE SEGUROS Y REASEDUROS DE PMA; B/.2.88 ;multa;21/11/2022;0
PANAMÁ;17/3/2023;1191794;;16/4/2023;Factura de venta;15421;SUPERINTENDENCIA DE SEGUROS Y REASEDUROS DE PMA; B/.0.94 ;Presentado;14/4/2023;0
PANAMÁ;23/9/2022;1174308;1FHS610001181-00036783;23/10/2022;Factura de venta;16053;POLICLINICA DE CAÑITA; B/.187.38 ;Presentado;-;0
PANAMÁ;29/10/2022;1178164;1FHS610001181-00038001;28/11/2022;Factura de venta;16153;TRIBUNAL ADMINISTRATIVO DE CONTRATACIONES PUBLICAS; B/.0.46 ;Sin informacion; -;-
PANAMÁ;4/5/2023;1196339;;3/6/2023;Factura de venta;16153;TRIBUNAL ADMINISTRATIVO DE CONTRATACIONES PUBLICAS; B/.51.17 ;Presentado;8/8/2023;cuenta completa
PANAMÁ;16/5/2023;1197654;;15/6/2023;Factura de venta;16162;SUPERINTENDENCIA DE MERCADO DE VALORES (SMV); B/.3.99 ;Sin informacion; -;-
PANAMÁ;16/5/2023;1197658;;15/6/2023;Factura de venta;16162;SUPERINTENDENCIA DE MERCADO DE VALORES (SMV); B/.3.99 ;Sin informacion; -;-
PANAMÁ;26/10/2021;1137327;1FHS610001181-00024728;25/11/2021;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.43.87 ;Presentado;-;0
PANAMÁ;21/1/2022;1146212;1FHS610001181-00027600;20/2/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.173.43 ;Presentado;-;0
PANAMÁ;26/1/2022;1146757;1FHS610001181-00027766;25/2/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.55.55 ;Presentado;-;0
PANAMÁ;1/2/2022;1147414;1FHS610001181-00027993;3/3/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.334.29 ;Presentado;-;0
PANAMÁ;10/2/2022;1148571;1FHS610001181-00028353;10/2/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.47.02 ;Presentado;-;0
PANAMÁ;15/2/2022;1149221;1FHS610001181-00003696;15/2/2022;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.0.19 ;Sin informacion; -;-
PANAMÁ;22/7/2023;1204893;;21/8/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.60.19 ;Sin informacion; -;-
PANAMÁ;27/7/2023;1205360;;26/8/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.53.51 ;Sin informacion; -;-
PANAMÁ;21/7/2023;1204826;;20/8/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.14.45 ;Sin informacion; -;-
PANAMÁ;21/7/2023;1204771;;20/8/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.109.00 ;Sin informacion; -;-
PANAMÁ;21/7/2023;1204747;;20/8/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.109.00 ;Sin informacion; -;-
PANAMÁ;21/7/2023;1204750;;20/8/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.109.00 ;Sin informacion; -;-
PANAMÁ;22/7/2023;1204890;;21/8/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.60.19 ;Sin informacion; -;-
PANAMÁ;22/7/2023;1204891;;21/8/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.60.19 ;Sin informacion; -;-
PANAMÁ;23/6/2023;1201774;;23/7/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.279.93 ;Sin informacion; -;-
PANAMÁ;23/6/2023;1201829;;23/7/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.280.05 ;Sin informacion; -;-
PANAMÁ;29/6/2023;1202574;;29/7/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.13.25 ;Sin informacion; -;-
PANAMÁ;4/7/2023;1202843;;3/8/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.86.05 ;Sin informacion; -;-
PANAMÁ;10/7/2023;1203510;;9/8/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.86.05 ;Sin informacion; -;-
PANAMÁ;10/7/2023;1203511;;9/8/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.86.05 ;Por Presentar;-;0
PANAMÁ;31/5/2023;1199339;;30/6/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.6.21 ;Por Presentar;-;0
PANAMÁ;31/5/2023;1199407;;30/6/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.279.93 ;Sin informacion; -;-
PANAMÁ;12/6/2023;1200542;;12/7/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.129.26 ;Por Presentar;-;0
PANAMÁ;19/6/2023;1201279;;19/7/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.71.36 ;Sin informacion; -;-
PANAMÁ;19/6/2023;1201290;;19/7/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.71.36 ;Por Presentar;-;0
PANAMÁ;19/6/2023;1201295;;19/7/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.71.36 ;Sin informacion; -;-
PANAMÁ;11/5/2023;1197235;;10/6/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.47.29 ;Sin informacion; -;-
PANAMÁ;17/5/2023;1197886;;16/6/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.47.29 ;Sin informacion; -;-
PANAMÁ;17/5/2023;1197885;;16/6/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.47.29 ;Por Presentar;-;0
PANAMÁ;22/5/2023;1198228;;21/6/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.139.49 ;Sin informacion; -;-
PANAMÁ;22/5/2023;1198229;;21/6/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.0.01 ;Sin informacion; -;-
PANAMÁ;25/5/2023;1198725;;24/6/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.24.48 ;Por Presentar;-;0
PANAMÁ;20/4/2023;1195068;;20/5/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.38.95 ;Sin informacion; -;-
PANAMÁ;20/4/2023;1195075;;20/5/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.38.95 ;Sin informacion; -;-
PANAMÁ;28/4/2023;1195969;;28/5/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.139.49 ;Sin informacion; -;-
PANAMÁ;5/5/2023;1196537;;4/6/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.139.49 ;Sin informacion; -;-
PANAMÁ;5/5/2023;1196539;;4/6/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.139.49 ;Sin informacion; -;-
PANAMÁ;5/5/2023;1196573;;4/6/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.402.15 ;Por Presentar;-;0
PANAMÁ;17/2/2023;1188987;;19/3/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.63.34 ;Sin informacion; -;-
PANAMÁ;17/2/2023;1189042;;17/2/2023;Nota de crédito Ventas;16177;MEDUCA (REGION DE PANAMA);-B/.82.87 ;Sin informacion; -;-
PANAMÁ;17/2/2023;1188062;NACIONAL2002;11/3/2023;Recibo de caja;16177;MEDUCA (REGION DE PANAMA);-B/.3.31 ;Presentado;-;0
PANAMÁ;16/3/2023;1191674;;15/4/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.133.01 ;Presentado;29/3/2023;0
PANAMÁ;28/3/2023;1192845;;27/4/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.95.53 ;Presentado;-;0
PANAMÁ;20/4/2023;1195056;;20/5/2023;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.38.95 ;Presentado;0/1/1900;completa, para presentar
PANAMÁ;28/9/2022;1174690;1FHS610001181-00036909;28/10/2022;Factura de venta;16177;MEDUCA (REGION DE PANAMA); B/.88.08 ;Presentado;-;0
